iter	Passed	Remaining
430	4162	5495
431	4170	5483
432	4178	5471
433	4186	5459
434	4192	5445
435	4201	5435
436	4287	5523
437	4297	5514
438	4311	5509
439	4344	5529
440	4360	5526
441	4369	5516
442	4378	5505
443	4387	5494
444	4394	5480
445	4405	5472
446	4412	5459
447	4422	5449
448	4431	5437
449	4519	5524
450	4527	5511
451	4536	5499
452	4544	5487
453	4553	5475
454	4560	5462
455	4568	5450
456	4576	5437
457	4585	5426
458	4593	5413
459	4603	5403
460	4610	5391
461	4618	5378
462	4626	5365
463	4634	5353
464	4642	5341
465	4650	5329
466	4658	5316
467	4666	5304
468	4672	5290
469	4681	5279
470	4691	5269
471	4702	5260
472	4710	5248
473	4717	5235
474	4725	5223
475	4732	5209
476	4749	5207
477	4756	5194
478	4764	5182
479	4773	5171
480	4780	5158
481	4787	5145
482	4795	5132
483	4803	5120
484	4811	5109
485	4819	5096
486	4823	5080
487	4830	5068
488	4839	5057
489	4846	5044
490	4854	5032
491	4861	5019
492	4866	5004
493	4873	4991
494	4880	4979
495	4885	4964
496	4892	4951
497	4899	4938
498	4908	4927
499	4918	4918
500	4927	4908
501	4936	4897
502	4944	4885
503	4951	4872
504	4960	4861
505	4968	4850
506	4995	4857
507	5005	4847
508	5014	4837
509	5023	4826
510	5033	4816
511	5044	4808
512	5053	4796
513	5062	4786
514	5070	4774
515	5077	4762
516	5084	4750
517	5091	4738
518	5103	4729
519	5115	4722
520	5121	4709
521	5129	4697
522	5137	4685
523	5155	4683
524	5163	4672
525	5170	4659
526	5177	4647
527	5185	4635
528	5194	4624
529	5201	4612
530	5208	4600
531	5217	4590
532	5226	4578
533	5233	4567
534	5241	4555
535	5248	4543
536	5256	4531
537	5263	4520
538	5272	4509
539	5280	4498
540	5288	4487
541	5296	4475
542	5304	4464
543	5312	4453
544	5324	4445
545	5331	4433
546	5339	4421
547	5345	4409
548	5354	4399
549	5361	4386
550	5370	4376
551	5378	4364
552	5407	4370
553	5414	4359
554	5423	4348
555	5429	4335
556	5438	4325
557	5445	4313
558	5454	4303
559	5462	4291
560	5470	4280
561	5477	4268
562	5485	4257
563	5493	4246
564	5501	4235
565	5507	4222
566	5514	4211
567	5521	4199
568	5528	4187
569	5534	4175
570	5541	4163
571	5549	4152
572	5557	4141
573	5564	4129
574	5573	4119
575	5581	4108
576	5591	4099
577	5600	4088
578	5608	4077
579	5617	4068
580	5639	4066
581	5647	4056
582	5654	4044
583	5662	4033
584	5668	4021
585	5675	4009
586	5681	3997
587	5689	3986
588	5695	3974
589	5702	3962
590	5709	3951
591	5716	3939
592	5725	3929
593	5732	3918
594	5741	3908
595	5748	3896
596	5755	3885
597	5764	3875
598	5774	3865
599	5782	3855
600	5792	3845
601	5801	3835
602	5810	3825
603	5818	3814
604	5824	3802
605	5832	3791
606	5840	3781
607	5849	3771
608	5858	3761
609	5874	3755
610	5883	3745
611	5891	3735
612	5898	3723
613	5905	3712
614	5911	3700
615	5919	3690
616	5927	3679
617	5936	3669
618	5943	3658
619	5954	3649
620	5962	3638
621	5972	3629
622	5985	3621
623	5996	3613
624	6008	3604
625	6023	3598
626	6032	3588
627	6041	3579
628	6050	3568
629	6061	3559
630	6073	3551
631	6085	3543
632	6092	3532
633	6099	3521
634	6105	3509
635	6119	3502
636	6125	3490
637	6132	3479
638	6139	3468
639	6147	3458
640	6153	3446
641	6161	3436
642	6171	3426
643	6178	3415
644	6187	3405
645	6193	3394
646	6200	3382
647	6208	3372
648	6216	3361
649	6227	3353
650	6235	3342
651	6243	3332
652	6251	3322
653	6258	3310
654	6265	3300
655	6272	3289
656	6282	3280
657	6291	3270
658	6300	3260
659	6306	3248
660	6314	3238
661	6321	3227
662	6328	3216
663	6348	3212
664	6355	3201
665	6364	3191
666	6368	3179
667	6376	3169
668	6385	3159
669	6393	3148
670	6401	3138
671	6407	3127
672	6416	3117
673	6424	3107
674	6435	3098
675	6442	3088
676	6453	3078
677	6461	3068
678	6468	3057
679	6475	3047
680	6481	3036
681	6489	3025
682	6497	3015
683	6503	3004
684	6511	2994
685	6519	2984
686	6526	2973
687	6533	2962
688	6540	2952
689	6546	2941
690	6555	2931
691	6562	2920
692	6568	2909
693	6575	2899
694	6599	2896
695	6607	2886
696	6614	2875
697	6623	2865
698	6630	2854
699	6637	2844
700	6644	2834
701	6652	2824
702	6660	2814
703	6671	2805
704	6679	2795
705	6687	2784
706	6694	2774
707	6702	2764
708	6709	2753
709	6717	2743
710	6723	2732
711	6730	2722
712	6738	2712
713	6747	2702
714	6760	2694
715	6806	2699
716	6825	2694
717	6856	2692
718	6864	2682
719	6881	2675
720	6889	2666
721	6900	2656
722	6910	2647
723	6939	2645
724	6957	2638
725	6974	2632
726	6983	2622
727	7010	2619
728	7023	2610
729	7034	2601
730	7049	2594
731	7102	2600
732	7113	2591
733	7125	2582
734	7138	2573
735	7148	2564
736	7158	2554
737	7170	2545
738	7185	2537
739	7195	2528
740	7205	2518
741	7218	2509
742	7228	2500
743	7275	2503
744	7289	2495
745	7298	2485
746	7317	2478
747	7352	2476
748	7362	2467
749	7375	2458
750	7383	2448
751	7392	2438
752	7399	2427
753	7408	2417
754	7417	2406
755	7426	2396
756	7435	2386
757	7444	2376
758	7460	2368
759	7475	2360
760	7501	2355
761	7509	2345
762	7517	2334
763	7526	2324
764	7535	2314
765	7542	2304
766	7551	2294
767	7558	2283
768	7566	2273
769	7573	2262
770	7580	2251
771	7587	2240
772	7604	2233
773	7611	2222
774	7619	2212
775	7627	2201
776	7634	2191
777	7641	2180
778	7650	2170
779	7658	2160
780	7666	2149
781	7675	2139
782	7681	2128
783	7688	2118
784	7695	2107
785	7702	2097
786	7712	2087
787	7719	2076
788	7728	2066
789	7735	2056
790	7744	2046
791	7751	2035
792	7759	2025
793	7765	2014
794	7773	2004
795	7780	1994
796	7787	1983
797	7794	1973
798	7801	1962
799	7812	1953
800	7820	1942
801	7828	1932
802	7852	1926
803	7860	1916
804	7868	1905
805	7875	1895
806	7882	1885
807	7890	1875
808	7898	1864
809	7905	1854
810	7914	1844
811	7921	1834
812	7927	1823
813	7936	1813
814	7945	1803
815	7954	1793
816	7962	1783
817	7970	1773
818	7976	1762
819	7984	1752
820	7991	1742
821	7999	1732
822	8005	1721
823	8013	1711
824	8020	1701
825	8026	1690
826	8033	1680
827	8041	1670
828	8048	1660
829	8057	1650
830	8064	1640
831	8071	1629
832	8092	1622
833	8100	1612
834	8115	1603
835	8124	1593
836	8131	1583
837	8139	1573
838	8147	1563
839	8156	1553
840	8163	1543
841	8173	1533
842	8181	1523
843	8189	1513
844	8198	1503
845	8205	1493
846	8213	1483
847	8220	1473
848	8228	1463
849	8235	1453
850	8242	1443
851	8250	1433
852	8256	1422
853	8263	1412
854	8273	1403
855	8281	1393
856	8289	1383
857	8295	1372
858	8303	1362
859	8311	1352
860	8353	1348
861	8361	1338
862	8371	1328
863	8378	1318
864	8386	1308
865	8393	1298
866	8400	1288
867	8407	1278
868	8418	1268
869	8426	1259
870	8436	1249
871	8447	1239
872	8454	1229
873	8463	1220
874	8471	1210
875	8478	1200
876	8485	1190
877	8494	1180
878	8503	1170
879	8511	1160
880	8520	1150
881	8530	1141
882	8538	1131
883	8547	1121
884	8554	1111
885	8571	1102
886	8579	1092
887	8585	1082
888	8592	1072
889	8599	1062
890	8608	1053
891	8616	1043
892	8628	1033
893	8635	1023
894	8641	1013
895	8649	1004
896	8658	994
897	8666	984
898	8675	974
899	8685	965
900	8694	955
901	8702	945
902	8708	935
903	8715	925
904	8723	915
905	8729	905
906	8736	895
907	8743	885
908	8750	876
909	8757	866
910	8764	856
911	8773	846
912	8780	836
913	8787	826
914	8793	816
915	8814	808
916	8824	798
917	8834	789
918	8842	779
919	8851	769
920	8859	759
921	8868	750
922	8876	740
923	8883	730
924	8893	721
925	8899	711
926	8907	701
927	8915	691
928	8924	682
929	8933	672
930	8941	662
931	8948	652
932	8955	643
933	8963	633
934	8970	623
935	8977	613
936	8984	604
937	8992	594
938	8998	584
939	9005	574
940	9012	565
941	9019	555
942	9027	545
943	9033	535
944	9060	527
945	9067	517
946	9074	507
947	9081	498
948	9089	488
949	9096	478
950	9105	469
951	9112	459
952	9120	449
953	9127	440
954	9135	430
955	9142	420
956	9150	411
957	9158	401
958	9167	391
959	9174	382
960	9181	372
961	9187	362
962	9194	353
963	9201	343
964	9207	333
965	9215	324
966	9222	314
967	9228	305
968	9236	295
969	9243	285
970	9251	276
971	9259	266
972	9268	257
973	9278	247
974	9296	238
975	9302	228
976	9313	219
977	9320	209
978	9329	200
979	9336	190
980	9346	181
981	9363	171
982	9369	162
983	9381	152
984	9392	143
985	9405	133
986	9417	124
987	9431	114
988	9439	104
989	9446	95
990	9453	85
991	9461	76
992	9468	66
993	9475	57
994	9483	47
995	9490	38
996	9498	28
997	9505	19
998	9512	9
999	9520	0
