iter	Logloss
417	0.05670703653
418	0.05665474242
419	0.05657042586
420	0.05655307751
421	0.05642099742
422	0.05641327555
423	0.0562549977
424	0.05622558487
425	0.05620492812
426	0.05618082613
427	0.05611636384
428	0.05607562322
429	0.05604421896
430	0.05602108368
431	0.05591200385
432	0.05586327212
433	0.05582698865
434	0.05574231731
435	0.05567767195
436	0.05563861363
437	0.05559454451
438	0.05557527932
439	0.05538009784
440	0.055338418
441	0.05531333225
442	0.05527378877
443	0.05525752138
444	0.0552188695
445	0.05518259101
446	0.05514957671
447	0.05506153078
448	0.05502365184
449	0.05498081617
450	0.05496351596
451	0.05491361041
452	0.05488486993
453	0.05486073116
454	0.05483890971
455	0.05481383003
456	0.05478173977
457	0.05456075025
458	0.05448984277
459	0.05445016686
460	0.05442350069
461	0.05439990485
462	0.05435585989
463	0.05432553973
464	0.05429024791
465	0.05427062615
466	0.05424557388
467	0.05421909204
468	0.05418708981
469	0.05401025484
470	0.05397887798
471	0.05395589229
472	0.05393941761
473	0.0539131477
474	0.05386741307
475	0.0538421852
476	0.05380564614
477	0.05373569461
478	0.05366082294
479	0.05362704989
480	0.05358037695
481	0.05347619649
482	0.05344059756
483	0.05330749762
484	0.05308972882
485	0.05305773949
486	0.05304642608
487	0.05301408272
488	0.05300175132
489	0.05297146651
490	0.05292654066
491	0.05290920269
492	0.05289448517
493	0.0528714583
494	0.05276969906
495	0.05276289866
496	0.05274224081
497	0.05271863169
498	0.05269035852
499	0.05265994362
500	0.0526374705
501	0.05260654557
502	0.05238579589
503	0.05235094165
504	0.05232194905
505	0.05230271636
506	0.05227958851
507	0.05211287465
508	0.05207903159
509	0.05203917169
510	0.05202325792
511	0.05198083448
512	0.05191195945
513	0.05186955063
514	0.05165916693
515	0.05164414525
516	0.05156779342
517	0.05154367839
518	0.05152332677
519	0.05142614304
520	0.05140094121
521	0.05136241153
522	0.05133758933
523	0.05130629597
524	0.05127895264
525	0.05124878442
526	0.05122489053
527	0.05119685444
528	0.05101521416
529	0.05098496776
530	0.0509599875
531	0.0509316919
532	0.05090542421
533	0.05087988281
534	0.05085274412
535	0.05082815708
536	0.05078901691
537	0.05075362832
538	0.05072119958
539	0.05068709694
540	0.05066186211
541	0.05063808121
542	0.05061187227
543	0.05058181127
544	0.0505671938
545	0.05053610027
546	0.0505102039
547	0.05047928789
548	0.05046163022
549	0.05041266919
550	0.05038627024
551	0.05037236377
552	0.05034588501
553	0.05020411566
554	0.05009528726
555	0.05006374846
556	0.05003885094
557	0.05001973587
558	0.04995856454
559	0.04993483965
560	0.04988405477
561	0.04984510471
562	0.04982915142
563	0.04981473326
564	0.04979050564
565	0.04974932255
566	0.04962878884
567	0.04959131673
568	0.04958030716
569	0.04956289421
570	0.04953715067
571	0.04950516456
572	0.04948036946
573	0.04945176387
574	0.04931656335
575	0.04929914583
576	0.04910232874
577	0.0490779122
578	0.04904161241
579	0.04902111212
580	0.04899226787
581	0.04888172298
582	0.04880354036
583	0.04878193194
584	0.04875440045
585	0.04872863724
586	0.04869960606
587	0.0486652275
588	0.0486347727
589	0.04861392222
590	0.04858668674
591	0.04856947768
592	0.04854079619
593	0.04851233561
594	0.04849204151
595	0.04841547042
596	0.04838363785
597	0.04826178122
598	0.04820606171
599	0.04817919573
600	0.04811547855
601	0.04808543736
602	0.04802147161
603	0.0479880047
604	0.04797501609
605	0.04796284413
606	0.04792224621
607	0.04784763602
608	0.04782999005
609	0.04780546091
610	0.04777465119
611	0.04774855882
612	0.04772189555
613	0.04746189797
614	0.0474431178
615	0.04739603334
616	0.04738213635
617	0.04735723815
618	0.0473254368
619	0.04730498233
620	0.04728941967
621	0.04725666019
622	0.04714053585
623	0.04712151442
624	0.04698316563
625	0.0468718299
626	0.04685480031
627	0.04682357443
628	0.04679249812
629	0.04676490748
630	0.04669841576
631	0.04667446731
632	0.04663808739
633	0.04660363297
634	0.0465636306
635	0.0465378918
636	0.04651374618
637	0.04649154087
638	0.04647563158
639	0.04642541593
640	0.04639032915
641	0.0463747496
642	0.0463615372
643	0.04632397472
644	0.04630875597
645	0.04620860496
646	0.04618391164
647	0.04595704209
648	0.04593650576
649	0.0458914167
650	0.04586724339
651	0.04585289677
652	0.04583955477
653	0.04580155679
654	0.04568500363
655	0.0456631985
656	0.0456403379
657	0.0456136344
658	0.04540788221
659	0.04539570547
660	0.04536739781
661	0.04535324267
662	0.0453316014
663	0.0452379158
664	0.04520389541
665	0.04515780223
666	0.04514969104
667	0.04513249596
668	0.04510982457
669	0.04507533556
670	0.04489245649
671	0.04469873134
672	0.04467228654
673	0.04463731429
674	0.04446206098
675	0.04443971717
676	0.04441484397
677	0.04438234707
678	0.0443715705
679	0.0443085069
680	0.04427917179
681	0.04426224097
682	0.04422748643
683	0.04419330661
684	0.04417473783
685	0.0441557083
686	0.04413633581
687	0.04410633028
688	0.04407932116
689	0.04405887562
690	0.04403104994
691	0.04401437279
692	0.0439899672
693	0.04397101722
694	0.04394662745
695	0.04392879036
696	0.04381196758
697	0.04379086185
698	0.04375244921
699	0.0437297164
700	0.04370072936
701	0.04367051643
702	0.04365269513
703	0.04363448435
704	0.0436086261
705	0.04342288076
706	0.04340220878
707	0.04338171027
708	0.04335303037
709	0.04333773898
710	0.04331134132
711	0.04326810567
712	0.04315022911
713	0.04312058191
714	0.0431027785
715	0.04308144535
716	0.04306437006
717	0.04304276247
718	0.04303355975
719	0.04300478907
720	0.04298611898
721	0.04297088127
722	0.04294602399
723	0.04292094696
724	0.04288675933
725	0.04286424729
726	0.04284278156
727	0.0428266041
728	0.04261598693
729	0.04257735779
730	0.04254966406
731	0.04253005995
732	0.04250264353
733	0.04248613441
734	0.04245829653
735	0.04242574164
736	0.04224810467
737	0.04223325675
738	0.04221593165
739	0.04219125166
740	0.04214171927
741	0.04212056201
742	0.04201495829
743	0.0419970238
744	0.04198152357
745	0.0419683264
746	0.04181340152
747	0.04179898702
748	0.04178168397
749	0.04175101448
750	0.04172659992
751	0.04168389938
752	0.04165214965
753	0.04163157348
754	0.04145367652
755	0.04142854513
756	0.04124445639
757	0.04120392352
758	0.04118371224
759	0.04113942958
760	0.04112414818
761	0.04111030294
762	0.04109245122
763	0.04106880622
764	0.04103861554
765	0.04101038699
766	0.04095614062
767	0.04093580826
768	0.0409072823
769	0.04087070012
770	0.04084697392
771	0.0408236957
772	0.04064106298
773	0.04061346997
774	0.0405912197
775	0.04057772002
776	0.04035942285
777	0.04033246115
778	0.04023783259
779	0.04022084576
780	0.04020633542
781	0.04003120824
782	0.04000782075
783	0.03999228785
784	0.03996872997
785	0.0399517401
786	0.03993876796
787	0.0399285684
788	0.03990498332
789	0.03989110652
790	0.0398685449
791	0.03983439053
792	0.03980834061
793	0.03978911492
794	0.03976426068
795	0.0397444596
796	0.03972521973
797	0.03970827392
798	0.03969002258
799	0.03959646691
800	0.03956427678
801	0.03954733735
802	0.03952843651
803	0.0394334151
804	0.03941643084
805	0.03938672538
806	0.03936464733
807	0.03917148551
808	0.03915363057
809	0.03896920098
810	0.03895365834
811	0.03893447312
812	0.03890577581
813	0.03888580835
814	0.03875828244
815	0.03874120097
816	0.03871306761
817	0.03868734371
818	0.03866190304
819	0.03864073377
820	0.03861468756
821	0.0385968072
822	0.03842720655
823	0.0383970398
824	0.03838379763
825	0.03835386792
826	0.03816559458
827	0.03814885114
828	0.03811983047
829	0.03809752602
830	0.03807563533
831	0.03805736712
832	0.03804331028
833	0.03802824122
834	0.03801087261
835	0.03798681818
836	0.03797084671
837	0.03794560281
838	0.03792193653
839	0.037904256
840	0.03787538512
841	0.0378550718
842	0.03782960957
843	0.0378070203
844	0.03777836038
845	0.03776392533
846	0.03774480914
847	0.03772045899
848	0.03770010332
849	0.03767175268
850	0.03765698534
851	0.03761309485
852	0.03759665626
853	0.03757598648
854	0.03755408417
855	0.03753323615
856	0.03750925683
857	0.03748495091
858	0.03727342659
859	0.03723721393
860	0.03721557128
861	0.03719522313
862	0.03717977456
863	0.037163818
864	0.03712927684
865	0.03710414805
866	0.03708263331
867	0.03706046326
868	0.03704616687
869	0.03702816758
870	0.0370067667
871	0.03699334709
872	0.03696553841
873	0.03694444957
874	0.03692387294
875	0.03689957156
876	0.03687959784
877	0.03686000709
878	0.0368445014
879	0.03682642069
880	0.03680578725
881	0.03679063922
882	0.03677629607
883	0.03675401217
884	0.0367315985
885	0.03651749336
886	0.03649615022
887	0.03646966916
888	0.03644614423
889	0.03643344999
890	0.03641791405
891	0.03639667291
892	0.03638045849
893	0.03635582597
894	0.0363425328
895	0.03632238622
896	0.03629735701
897	0.03628199262
898	0.03625306062
899	0.03623818394
900	0.03622395498
901	0.03619451408
902	0.03617648306
903	0.03608462765
904	0.03607094696
905	0.03605367545
906	0.03603202734
907	0.03599807246
908	0.03597777589
909	0.03590129924
910	0.03587269327
911	0.03585710547
912	0.03583428289
913	0.03582164597
914	0.03580340548
915	0.03572784428
916	0.03569640846
917	0.0354815735
918	0.03546944948
919	0.03544129002
920	0.03522601798
921	0.0352078145
922	0.03519243066
923	0.03517008168
924	0.03515343231
925	0.03512591298
926	0.03510261561
927	0.03508712979
928	0.0350734864
929	0.03504968586
930	0.03503526711
931	0.03501013051
932	0.03480984456
933	0.0347859556
934	0.03476733679
935	0.03474483899
936	0.03472471358
937	0.03470874125
938	0.03469526533
939	0.03467382475
940	0.03465774763
941	0.03445712253
942	0.03442735415
943	0.0344088508
944	0.03420393677
945	0.03418582219
946	0.03416527611
947	0.03414126013
948	0.03395765822
949	0.03393260994
950	0.03374812658
951	0.03373660346
952	0.03372352946
953	0.03370248331
954	0.03368955997
955	0.0336751636
956	0.03365940546
957	0.03363072153
958	0.03361846161
959	0.03360276845
960	0.03358298446
961	0.03356503676
962	0.03354608817
963	0.0335313722
964	0.03351454583
965	0.03348984316
966	0.03347689995
967	0.03345435786
968	0.03327199881
969	0.0332574526
970	0.03306943557
971	0.03305374227
972	0.03303849095
973	0.0330194405
974	0.03300444698
975	0.03297792535
976	0.03295390203
977	0.03293117903
978	0.03291032855
979	0.03288994827
980	0.03287407735
981	0.03285941608
982	0.03284557118
983	0.03282395968
984	0.03281024439
985	0.03261023745
986	0.03258723243
987	0.0325747806
988	0.03241631174
989	0.03239506995
990	0.03237981628
991	0.03236170021
992	0.03234603585
993	0.03233265716
994	0.03231789618
995	0.03230162869
996	0.03227708407
997	0.03225954931
998	0.03224666476
999	0.03222313839
